,date,NAPMPMI,NAPMNMI,NAPMPMI_signal,NAPMNMI_signal,PMI_signal
0,1995-01-02,56.1,56.0,1.0,1.0,1.0
1,1995-01-03,56.1,56.0,1.0,1.0,1.0
2,1995-01-04,56.1,56.0,1.0,1.0,1.0
3,1995-01-05,56.1,56.0,1.0,1.0,1.0
4,1995-01-06,56.1,56.0,1.0,1.0,1.0
5,1995-01-09,56.1,56.0,1.0,1.0,1.0
6,1995-01-10,56.1,56.0,1.0,1.0,1.0
7,1995-01-11,56.1,56.0,1.0,1.0,1.0
8,1995-01-12,56.1,56.0,1.0,1.0,1.0
9,1995-01-13,56.1,56.0,1.0,1.0,1.0
10,1995-01-16,56.1,56.0,1.0,1.0,1.0
11,1995-01-17,56.1,56.0,1.0,1.0,1.0
12,1995-01-18,56.1,56.0,1.0,1.0,1.0
13,1995-01-19,56.1,56.0,1.0,1.0,1.0
14,1995-01-20,56.1,56.0,1.0,1.0,1.0
15,1995-01-23,56.1,56.0,1.0,1.0,1.0
16,1995-01-24,56.1,56.0,1.0,1.0,1.0
17,1995-01-25,56.1,56.0,1.0,1.0,1.0
18,1995-01-26,56.1,56.0,1.0,1.0,1.0
19,1995-01-27,56.1,56.0,1.0,1.0,1.0
20,1995-01-30,56.1,56.0,1.0,1.0,1.0
21,1995-01-31,57.4,56.0,1.0,1.0,1.0
22,1995-02-01,57.4,56.0,1.0,1.0,1.0
23,1995-02-02,57.4,56.0,1.0,1.0,1.0
24,1995-02-03,57.4,56.0,1.0,1.0,1.0
25,1995-02-06,57.4,56.0,1.0,1.0,1.0
26,1995-02-07,57.4,56.0,1.0,1.0,1.0
27,1995-02-08,57.4,56.0,1.0,1.0,1.0
28,1995-02-09,57.4,56.0,1.0,1.0,1.0
29,1995-02-10,57.4,56.0,1.0,1.0,1.0
30,1995-02-13,57.4,56.0,1.0,1.0,1.0
31,1995-02-14,57.4,56.0,1.0,1.0,1.0
32,1995-02-15,57.4,56.0,1.0,1.0,1.0
33,1995-02-16,57.4,56.0,1.0,1.0,1.0
34,1995-02-17,57.4,56.0,1.0,1.0,1.0
35,1995-02-20,57.4,56.0,1.0,1.0,1.0
36,1995-02-21,57.4,56.0,1.0,1.0,1.0
37,1995-02-22,57.4,56.0,1.0,1.0,1.0
38,1995-02-23,57.4,56.0,1.0,1.0,1.0
39,1995-02-24,57.4,56.0,1.0,1.0,1.0
40,1995-02-27,57.4,56.0,1.0,1.0,1.0
41,1995-02-28,55.1,56.0,1.0,1.0,1.0
42,1995-03-01,55.1,56.0,1.0,1.0,1.0
43,1995-03-02,55.1,56.0,1.0,1.0,1.0
44,1995-03-03,55.1,56.0,1.0,1.0,1.0
45,1995-03-06,55.1,56.0,1.0,1.0,1.0
46,1995-03-07,55.1,56.0,1.0,1.0,1.0
47,1995-03-08,55.1,56.0,1.0,1.0,1.0
48,1995-03-09,55.1,56.0,1.0,1.0,1.0
49,1995-03-10,55.1,56.0,1.0,1.0,1.0
50,1995-03-13,55.1,56.0,1.0,1.0,1.0
51,1995-03-14,55.1,56.0,1.0,1.0,1.0
52,1995-03-15,55.1,56.0,1.0,1.0,1.0
53,1995-03-16,55.1,56.0,1.0,1.0,1.0
54,1995-03-17,55.1,56.0,1.0,1.0,1.0
55,1995-03-20,55.1,56.0,1.0,1.0,1.0
56,1995-03-21,55.1,56.0,1.0,1.0,1.0
57,1995-03-22,55.1,56.0,1.0,1.0,1.0
58,1995-03-23,55.1,56.0,1.0,1.0,1.0
59,1995-03-24,55.1,56.0,1.0,1.0,1.0
60,1995-03-27,55.1,56.0,1.0,1.0,1.0
61,1995-03-28,55.1,56.0,1.0,1.0,1.0
62,1995-03-29,55.1,56.0,1.0,1.0,1.0
63,1995-03-30,55.1,56.0,1.0,1.0,1.0
64,1995-03-31,52.1,56.0,1.0,1.0,1.0
65,1995-04-03,52.1,56.0,1.0,1.0,1.0
66,1995-04-04,52.1,56.0,1.0,1.0,1.0
67,1995-04-05,52.1,56.0,1.0,1.0,1.0
68,1995-04-06,52.1,56.0,1.0,1.0,1.0
69,1995-04-07,52.1,56.0,1.0,1.0,1.0
70,1995-04-10,52.1,56.0,1.0,1.0,1.0
71,1995-04-11,52.1,56.0,1.0,1.0,1.0
72,1995-04-12,52.1,56.0,1.0,1.0,1.0
73,1995-04-13,52.1,56.0,1.0,1.0,1.0
74,1995-04-14,52.1,56.0,1.0,1.0,1.0
75,1995-04-17,52.1,56.0,1.0,1.0,1.0
76,1995-04-18,52.1,56.0,1.0,1.0,1.0
77,1995-04-19,52.1,56.0,1.0,1.0,1.0
78,1995-04-20,52.1,56.0,1.0,1.0,1.0
79,1995-04-21,52.1,56.0,1.0,1.0,1.0
80,1995-04-24,52.1,56.0,1.0,1.0,1.0
81,1995-04-25,52.1,56.0,1.0,1.0,1.0
82,1995-04-26,52.1,56.0,1.0,1.0,1.0
83,1995-04-27,52.1,56.0,1.0,1.0,1.0
84,1995-04-28,52.1,56.0,1.0,1.0,1.0
85,1995-05-01,51.5,56.0,1.0,1.0,1.0
86,1995-05-02,51.5,56.0,1.0,1.0,1.0
87,1995-05-03,51.5,56.0,1.0,1.0,1.0
88,1995-05-04,51.5,56.0,1.0,1.0,1.0
89,1995-05-05,51.5,56.0,1.0,1.0,1.0
90,1995-05-08,51.5,56.0,1.0,1.0,1.0
91,1995-05-09,51.5,56.0,1.0,1.0,1.0
92,1995-05-10,51.5,56.0,1.0,1.0,1.0
93,1995-05-11,51.5,56.0,1.0,1.0,1.0
94,1995-05-12,51.5,56.0,1.0,1.0,1.0
95,1995-05-15,51.5,56.0,1.0,1.0,1.0
96,1995-05-16,51.5,56.0,1.0,1.0,1.0
97,1995-05-17,51.5,56.0,1.0,1.0,1.0
98,1995-05-18,51.5,56.0,1.0,1.0,1.0
99,1995-05-19,51.5,56.0,1.0,1.0,1.0
100,1995-05-22,51.5,56.0,1.0,1.0,1.0
101,1995-05-23,51.5,56.0,1.0,1.0,1.0
102,1995-05-24,51.5,56.0,1.0,1.0,1.0
103,1995-05-25,51.5,56.0,1.0,1.0,1.0
104,1995-05-26,51.5,56.0,1.0,1.0,1.0
105,1995-05-29,51.5,56.0,1.0,1.0,1.0
106,1995-05-30,51.5,56.0,1.0,1.0,1.0
107,1995-05-31,46.7,56.0,0.0,1.0,1.0
108,1995-06-01,46.7,56.0,0.0,1.0,1.0
109,1995-06-02,46.7,56.0,0.0,1.0,1.0
110,1995-06-05,46.7,56.0,0.0,1.0,1.0
111,1995-06-06,46.7,56.0,0.0,1.0,1.0
112,1995-06-07,46.7,56.0,0.0,1.0,1.0
113,1995-06-08,46.7,56.0,0.0,1.0,1.0
114,1995-06-09,46.7,56.0,0.0,1.0,1.0
115,1995-06-12,46.7,56.0,0.0,1.0,1.0
116,1995-06-13,46.7,56.0,0.0,1.0,1.0
117,1995-06-14,46.7,56.0,0.0,1.0,1.0
118,1995-06-15,46.7,56.0,0.0,1.0,1.0
119,1995-06-16,46.7,56.0,0.0,1.0,1.0
120,1995-06-19,46.7,56.0,0.0,1.0,1.0
121,1995-06-20,46.7,56.0,0.0,1.0,1.0
122,1995-06-21,46.7,56.0,0.0,1.0,1.0
123,1995-06-22,46.7,56.0,0.0,1.0,1.0
124,1995-06-23,46.7,56.0,0.0,1.0,1.0
125,1995-06-26,46.7,56.0,0.0,1.0,1.0
126,1995-06-27,46.7,56.0,0.0,1.0,1.0
127,1995-06-28,46.7,56.0,0.0,1.0,1.0
128,1995-06-29,46.7,56.0,0.0,1.0,1.0
129,1995-06-30,45.9,56.0,0.0,1.0,1.0
130,1995-07-03,45.9,56.0,0.0,1.0,1.0
131,1995-07-04,45.9,56.0,0.0,1.0,1.0
132,1995-07-05,45.9,56.0,0.0,1.0,1.0
133,1995-07-06,45.9,56.0,0.0,1.0,1.0
134,1995-07-07,45.9,56.0,0.0,1.0,1.0
135,1995-07-10,45.9,56.0,0.0,1.0,1.0
136,1995-07-11,45.9,56.0,0.0,1.0,1.0
137,1995-07-12,45.9,56.0,0.0,1.0,1.0
138,1995-07-13,45.9,56.0,0.0,1.0,1.0
139,1995-07-14,45.9,56.0,0.0,1.0,1.0
140,1995-07-17,45.9,56.0,0.0,1.0,1.0
141,1995-07-18,45.9,56.0,0.0,1.0,1.0
142,1995-07-19,45.9,56.0,0.0,1.0,1.0
143,1995-07-20,45.9,56.0,0.0,1.0,1.0
144,1995-07-21,45.9,56.0,0.0,1.0,1.0
145,1995-07-24,45.9,56.0,0.0,1.0,1.0
146,1995-07-25,45.9,56.0,0.0,1.0,1.0
147,1995-07-26,45.9,56.0,0.0,1.0,1.0
148,1995-07-27,45.9,56.0,0.0,1.0,1.0
149,1995-07-28,45.9,56.0,0.0,1.0,1.0
150,1995-07-31,50.7,56.0,1.0,1.0,1.0
151,1995-08-01,50.7,56.0,1.0,1.0,1.0
152,1995-08-02,50.7,56.0,1.0,1.0,1.0
153,1995-08-03,50.7,56.0,1.0,1.0,1.0
154,1995-08-04,50.7,56.0,1.0,1.0,1.0
155,1995-08-07,50.7,56.0,1.0,1.0,1.0
156,1995-08-08,50.7,56.0,1.0,1.0,1.0
157,1995-08-09,50.7,56.0,1.0,1.0,1.0
158,1995-08-10,50.7,56.0,1.0,1.0,1.0
159,1995-08-11,50.7,56.0,1.0,1.0,1.0
160,1995-08-14,50.7,56.0,1.0,1.0,1.0
161,1995-08-15,50.7,56.0,1.0,1.0,1.0
162,1995-08-16,50.7,56.0,1.0,1.0,1.0
163,1995-08-17,50.7,56.0,1.0,1.0,1.0
164,1995-08-18,50.7,56.0,1.0,1.0,1.0
165,1995-08-21,50.7,56.0,1.0,1.0,1.0
166,1995-08-22,50.7,56.0,1.0,1.0,1.0
167,1995-08-23,50.7,56.0,1.0,1.0,1.0
168,1995-08-24,50.7,56.0,1.0,1.0,1.0
169,1995-08-25,50.7,56.0,1.0,1.0,1.0
170,1995-08-28,50.7,56.0,1.0,1.0,1.0
171,1995-08-29,50.7,56.0,1.0,1.0,1.0
172,1995-08-30,50.7,56.0,1.0,1.0,1.0
173,1995-08-31,47.1,56.0,0.0,1.0,1.0
174,1995-09-01,47.1,56.0,0.0,1.0,1.0
175,1995-09-04,47.1,56.0,0.0,1.0,1.0
176,1995-09-05,47.1,56.0,0.0,1.0,1.0
177,1995-09-06,47.1,56.0,0.0,1.0,1.0
178,1995-09-07,47.1,56.0,0.0,1.0,1.0
179,1995-09-08,47.1,56.0,0.0,1.0,1.0
180,1995-09-11,47.1,56.0,0.0,1.0,1.0
181,1995-09-12,47.1,56.0,0.0,1.0,1.0
182,1995-09-13,47.1,56.0,0.0,1.0,1.0
183,1995-09-14,47.1,56.0,0.0,1.0,1.0
184,1995-09-15,47.1,56.0,0.0,1.0,1.0
185,1995-09-18,47.1,56.0,0.0,1.0,1.0
186,1995-09-19,47.1,56.0,0.0,1.0,1.0
187,1995-09-20,47.1,56.0,0.0,1.0,1.0
188,1995-09-21,47.1,56.0,0.0,1.0,1.0
189,1995-09-22,47.1,56.0,0.0,1.0,1.0
190,1995-09-25,47.1,56.0,0.0,1.0,1.0
191,1995-09-26,47.1,56.0,0.0,1.0,1.0
192,1995-09-27,47.1,56.0,0.0,1.0,1.0
193,1995-09-28,47.1,56.0,0.0,1.0,1.0
194,1995-09-29,47.1,56.0,0.0,1.0,1.0
195,1995-10-02,48.1,56.0,0.0,1.0,1.0
196,1995-10-03,48.1,56.0,0.0,1.0,1.0
197,1995-10-04,48.1,56.0,0.0,1.0,1.0
198,1995-10-05,48.1,56.0,0.0,1.0,1.0
199,1995-10-06,48.1,56.0,0.0,1.0,1.0
200,1995-10-09,48.1,56.0,0.0,1.0,1.0
201,1995-10-10,48.1,56.0,0.0,1.0,1.0
202,1995-10-11,48.1,56.0,0.0,1.0,1.0
203,1995-10-12,48.1,56.0,0.0,1.0,1.0
204,1995-10-13,48.1,56.0,0.0,1.0,1.0
205,1995-10-16,48.1,56.0,0.0,1.0,1.0
206,1995-10-17,48.1,56.0,0.0,1.0,1.0
207,1995-10-18,48.1,56.0,0.0,1.0,1.0
208,1995-10-19,48.1,56.0,0.0,1.0,1.0
209,1995-10-20,48.1,56.0,0.0,1.0,1.0
210,1995-10-23,48.1,56.0,0.0,1.0,1.0
211,1995-10-24,48.1,56.0,0.0,1.0,1.0
212,1995-10-25,48.1,56.0,0.0,1.0,1.0
213,1995-10-26,48.1,56.0,0.0,1.0,1.0
214,1995-10-27,48.1,56.0,0.0,1.0,1.0
215,1995-10-30,48.1,56.0,0.0,1.0,1.0
216,1995-10-31,46.7,56.0,0.0,1.0,1.0
217,1995-11-01,46.7,56.0,0.0,1.0,1.0
218,1995-11-02,46.7,56.0,0.0,1.0,1.0
219,1995-11-03,46.7,56.0,0.0,1.0,1.0
220,1995-11-06,46.7,56.0,0.0,1.0,1.0
221,1995-11-07,46.7,56.0,0.0,1.0,1.0
222,1995-11-08,46.7,56.0,0.0,1.0,1.0
223,1995-11-09,46.7,56.0,0.0,1.0,1.0
224,1995-11-10,46.7,56.0,0.0,1.0,1.0
225,1995-11-13,46.7,56.0,0.0,1.0,1.0
226,1995-11-14,46.7,56.0,0.0,1.0,1.0
227,1995-11-15,46.7,56.0,0.0,1.0,1.0
228,1995-11-16,46.7,56.0,0.0,1.0,1.0
229,1995-11-17,46.7,56.0,0.0,1.0,1.0
230,1995-11-20,46.7,56.0,0.0,1.0,1.0
231,1995-11-21,46.7,56.0,0.0,1.0,1.0
232,1995-11-22,46.7,56.0,0.0,1.0,1.0
233,1995-11-23,46.7,56.0,0.0,1.0,1.0
234,1995-11-24,46.7,56.0,0.0,1.0,1.0
235,1995-11-27,46.7,56.0,0.0,1.0,1.0
236,1995-11-28,46.7,56.0,0.0,1.0,1.0
237,1995-11-29,46.7,56.0,0.0,1.0,1.0
238,1995-11-30,45.9,56.0,0.0,1.0,1.0
239,1995-12-01,45.9,56.0,0.0,1.0,1.0
240,1995-12-04,45.9,56.0,0.0,1.0,1.0
241,1995-12-05,45.9,56.0,0.0,1.0,1.0
242,1995-12-06,45.9,56.0,0.0,1.0,1.0
243,1995-12-07,45.9,56.0,0.0,1.0,1.0
244,1995-12-08,45.9,56.0,0.0,1.0,1.0
245,1995-12-11,45.9,56.0,0.0,1.0,1.0
246,1995-12-12,45.9,56.0,0.0,1.0,1.0
247,1995-12-13,45.9,56.0,0.0,1.0,1.0
248,1995-12-14,45.9,56.0,0.0,1.0,1.0
249,1995-12-15,45.9,56.0,0.0,1.0,1.0
250,1995-12-18,45.9,56.0,0.0,1.0,1.0
251,1995-12-19,45.9,56.0,0.0,1.0,1.0
252,1995-12-20,45.9,56.0,0.0,1.0,1.0
253,1995-12-21,45.9,56.0,0.0,1.0,1.0
254,1995-12-22,45.9,56.0,0.0,1.0,1.0
255,1995-12-25,45.9,56.0,0.0,1.0,1.0
256,1995-12-26,45.9,56.0,0.0,1.0,1.0
257,1995-12-27,45.9,56.0,0.0,1.0,1.0
258,1995-12-28,45.9,56.0,0.0,1.0,1.0
259,1995-12-29,45.9,56.0,0.0,1.0,1.0
260,1996-01-01,46.2,56.0,0.0,1.0,1.0
261,1996-01-02,46.2,56.0,0.0,1.0,1.0
262,1996-01-03,46.2,56.0,0.0,1.0,1.0
263,1996-01-04,46.2,56.0,0.0,1.0,1.0
264,1996-01-05,46.2,56.0,0.0,1.0,1.0
265,1996-01-08,46.2,56.0,0.0,1.0,1.0
266,1996-01-09,46.2,56.0,0.0,1.0,1.0
267,1996-01-10,46.2,56.0,0.0,1.0,1.0
268,1996-01-11,46.2,56.0,0.0,1.0,1.0
269,1996-01-12,46.2,56.0,0.0,1.0,1.0
270,1996-01-15,46.2,56.0,0.0,1.0,1.0
271,1996-01-16,46.2,56.0,0.0,1.0,1.0
272,1996-01-17,46.2,56.0,0.0,1.0,1.0
273,1996-01-18,46.2,56.0,0.0,1.0,1.0
274,1996-01-19,46.2,56.0,0.0,1.0,1.0
275,1996-01-22,46.2,56.0,0.0,1.0,1.0
276,1996-01-23,46.2,56.0,0.0,1.0,1.0
277,1996-01-24,46.2,56.0,0.0,1.0,1.0
278,1996-01-25,46.2,56.0,0.0,1.0,1.0
279,1996-01-26,46.2,56.0,0.0,1.0,1.0
280,1996-01-29,46.2,56.0,0.0,1.0,1.0
281,1996-01-30,46.2,56.0,0.0,1.0,1.0
282,1996-01-31,45.5,56.0,0.0,1.0,1.0
283,1996-02-01,45.5,56.0,0.0,1.0,1.0
284,1996-02-02,45.5,56.0,0.0,1.0,1.0
285,1996-02-05,45.5,56.0,0.0,1.0,1.0
286,1996-02-06,45.5,56.0,0.0,1.0,1.0
287,1996-02-07,45.5,56.0,0.0,1.0,1.0
288,1996-02-08,45.5,56.0,0.0,1.0,1.0
289,1996-02-09,45.5,56.0,0.0,1.0,1.0
290,1996-02-12,45.5,56.0,0.0,1.0,1.0
291,1996-02-13,45.5,56.0,0.0,1.0,1.0
292,1996-02-14,45.5,56.0,0.0,1.0,1.0
293,1996-02-15,45.5,56.0,0.0,1.0,1.0
294,1996-02-16,45.5,56.0,0.0,1.0,1.0
295,1996-02-19,45.5,56.0,0.0,1.0,1.0
296,1996-02-20,45.5,56.0,0.0,1.0,1.0
297,1996-02-21,45.5,56.0,0.0,1.0,1.0
298,1996-02-22,45.5,56.0,0.0,1.0,1.0
299,1996-02-23,45.5,56.0,0.0,1.0,1.0
300,1996-02-26,45.5,56.0,0.0,1.0,1.0
301,1996-02-27,45.5,56.0,0.0,1.0,1.0
302,1996-02-28,45.5,56.0,0.0,1.0,1.0
303,1996-02-29,45.9,56.0,0.0,1.0,1.0
304,1996-03-01,45.9,56.0,0.0,1.0,1.0
305,1996-03-04,45.9,56.0,0.0,1.0,1.0
306,1996-03-05,45.9,56.0,0.0,1.0,1.0
307,1996-03-06,45.9,56.0,0.0,1.0,1.0
308,1996-03-07,45.9,56.0,0.0,1.0,1.0
309,1996-03-08,45.9,56.0,0.0,1.0,1.0
310,1996-03-11,45.9,56.0,0.0,1.0,1.0
311,1996-03-12,45.9,56.0,0.0,1.0,1.0
312,1996-03-13,45.9,56.0,0.0,1.0,1.0
313,1996-03-14,45.9,56.0,0.0,1.0,1.0
314,1996-03-15,45.9,56.0,0.0,1.0,1.0
315,1996-03-18,45.9,56.0,0.0,1.0,1.0
316,1996-03-19,45.9,56.0,0.0,1.0,1.0
317,1996-03-20,45.9,56.0,0.0,1.0,1.0
318,1996-03-21,45.9,56.0,0.0,1.0,1.0
319,1996-03-22,45.9,56.0,0.0,1.0,1.0
320,1996-03-25,45.9,56.0,0.0,1.0,1.0
321,1996-03-26,45.9,56.0,0.0,1.0,1.0
322,1996-03-27,45.9,56.0,0.0,1.0,1.0
323,1996-03-28,45.9,56.0,0.0,1.0,1.0
324,1996-03-29,45.9,56.0,0.0,1.0,1.0
325,1996-04-01,46.9,56.0,0.0,1.0,1.0
326,1996-04-02,46.9,56.0,0.0,1.0,1.0
327,1996-04-03,46.9,56.0,0.0,1.0,1.0
328,1996-04-04,46.9,56.0,0.0,1.0,1.0
329,1996-04-05,46.9,56.0,0.0,1.0,1.0
330,1996-04-08,46.9,56.0,0.0,1.0,1.0
331,1996-04-09,46.9,56.0,0.0,1.0,1.0
332,1996-04-10,46.9,56.0,0.0,1.0,1.0
333,1996-04-11,46.9,56.0,0.0,1.0,1.0
334,1996-04-12,46.9,56.0,0.0,1.0,1.0
335,1996-04-15,46.9,56.0,0.0,1.0,1.0
336,1996-04-16,46.9,56.0,0.0,1.0,1.0
337,1996-04-17,46.9,56.0,0.0,1.0,1.0
338,1996-04-18,46.9,56.0,0.0,1.0,1.0
339,1996-04-19,46.9,56.0,0.0,1.0,1.0
340,1996-04-22,46.9,56.0,0.0,1.0,1.0
341,1996-04-23,46.9,56.0,0.0,1.0,1.0
342,1996-04-24,46.9,56.0,0.0,1.0,1.0
343,1996-04-25,46.9,56.0,0.0,1.0,1.0
344,1996-04-26,46.9,56.0,0.0,1.0,1.0
345,1996-04-29,46.9,56.0,0.0,1.0,1.0
346,1996-04-30,49.3,56.0,0.0,1.0,1.0
347,1996-05-01,49.3,56.0,0.0,1.0,1.0
348,1996-05-02,49.3,56.0,0.0,1.0,1.0
349,1996-05-03,49.3,56.0,0.0,1.0,1.0
350,1996-05-06,49.3,56.0,0.0,1.0,1.0
351,1996-05-07,49.3,56.0,0.0,1.0,1.0
352,1996-05-08,49.3,56.0,0.0,1.0,1.0
353,1996-05-09,49.3,56.0,0.0,1.0,1.0
354,1996-05-10,49.3,56.0,0.0,1.0,1.0
355,1996-05-13,49.3,56.0,0.0,1.0,1.0
356,1996-05-14,49.3,56.0,0.0,1.0,1.0
357,1996-05-15,49.3,56.0,0.0,1.0,1.0
358,1996-05-16,49.3,56.0,0.0,1.0,1.0
359,1996-05-17,49.3,56.0,0.0,1.0,1.0
360,1996-05-20,49.3,56.0,0.0,1.0,1.0
361,1996-05-21,49.3,56.0,0.0,1.0,1.0
362,1996-05-22,49.3,56.0,0.0,1.0,1.0
363,1996-05-23,49.3,56.0,0.0,1.0,1.0
364,1996-05-24,49.3,56.0,0.0,1.0,1.0
365,1996-05-27,49.3,56.0,0.0,1.0,1.0
366,1996-05-28,49.3,56.0,0.0,1.0,1.0
367,1996-05-29,49.3,56.0,0.0,1.0,1.0
368,1996-05-30,49.3,56.0,0.0,1.0,1.0
369,1996-05-31,49.1,56.0,0.0,1.0,1.0
370,1996-06-03,49.1,56.0,0.0,1.0,1.0
371,1996-06-04,49.1,56.0,0.0,1.0,1.0
372,1996-06-05,49.1,56.0,0.0,1.0,1.0
373,1996-06-06,49.1,56.0,0.0,1.0,1.0
374,1996-06-07,49.1,56.0,0.0,1.0,1.0
375,1996-06-10,49.1,56.0,0.0,1.0,1.0
376,1996-06-11,49.1,56.0,0.0,1.0,1.0
377,1996-06-12,49.1,56.0,0.0,1.0,1.0
378,1996-06-13,49.1,56.0,0.0,1.0,1.0
379,1996-06-14,49.1,56.0,0.0,1.0,1.0
380,1996-06-17,49.1,56.0,0.0,1.0,1.0
381,1996-06-18,49.1,56.0,0.0,1.0,1.0
382,1996-06-19,49.1,56.0,0.0,1.0,1.0
383,1996-06-20,49.1,56.0,0.0,1.0,1.0
384,1996-06-21,49.1,56.0,0.0,1.0,1.0
385,1996-06-24,49.1,56.0,0.0,1.0,1.0
386,1996-06-25,49.1,56.0,0.0,1.0,1.0
387,1996-06-26,49.1,56.0,0.0,1.0,1.0
388,1996-06-27,49.1,56.0,0.0,1.0,1.0
389,1996-06-28,49.1,56.0,0.0,1.0,1.0
390,1996-07-01,53.6,56.0,1.0,1.0,1.0
391,1996-07-02,53.6,56.0,1.0,1.0,1.0
392,1996-07-03,53.6,56.0,1.0,1.0,1.0
393,1996-07-04,53.6,56.0,1.0,1.0,1.0
394,1996-07-05,53.6,56.0,1.0,1.0,1.0
395,1996-07-08,53.6,56.0,1.0,1.0,1.0
396,1996-07-09,53.6,56.0,1.0,1.0,1.0
397,1996-07-10,53.6,56.0,1.0,1.0,1.0
398,1996-07-11,53.6,56.0,1.0,1.0,1.0
399,1996-07-12,53.6,56.0,1.0,1.0,1.0
400,1996-07-15,53.6,56.0,1.0,1.0,1.0
401,1996-07-16,53.6,56.0,1.0,1.0,1.0
402,1996-07-17,53.6,56.0,1.0,1.0,1.0
403,1996-07-18,53.6,56.0,1.0,1.0,1.0
404,1996-07-19,53.6,56.0,1.0,1.0,1.0
405,1996-07-22,53.6,56.0,1.0,1.0,1.0
406,1996-07-23,53.6,56.0,1.0,1.0,1.0
407,1996-07-24,53.6,56.0,1.0,1.0,1.0
408,1996-07-25,53.6,56.0,1.0,1.0,1.0
409,1996-07-26,53.6,56.0,1.0,1.0,1.0
410,1996-07-29,53.6,56.0,1.0,1.0,1.0
411,1996-07-30,53.6,56.0,1.0,1.0,1.0
412,1996-07-31,49.7,56.0,0.0,1.0,1.0
413,1996-08-01,49.7,56.0,0.0,1.0,1.0
414,1996-08-02,49.7,56.0,0.0,1.0,1.0
415,1996-08-05,49.7,56.0,0.0,1.0,1.0
416,1996-08-06,49.7,56.0,0.0,1.0,1.0
417,1996-08-07,49.7,56.0,0.0,1.0,1.0
418,1996-08-08,49.7,56.0,0.0,1.0,1.0
419,1996-08-09,49.7,56.0,0.0,1.0,1.0
420,1996-08-12,49.7,56.0,0.0,1.0,1.0
421,1996-08-13,49.7,56.0,0.0,1.0,1.0
422,1996-08-14,49.7,56.0,0.0,1.0,1.0
423,1996-08-15,49.7,56.0,0.0,1.0,1.0
424,1996-08-16,49.7,56.0,0.0,1.0,1.0
425,1996-08-19,49.7,56.0,0.0,1.0,1.0
426,1996-08-20,49.7,56.0,0.0,1.0,1.0
427,1996-08-21,49.7,56.0,0.0,1.0,1.0
428,1996-08-22,49.7,56.0,0.0,1.0,1.0
429,1996-08-23,49.7,56.0,0.0,1.0,1.0
430,1996-08-26,49.7,56.0,0.0,1.0,1.0
431,1996-08-27,49.7,56.0,0.0,1.0,1.0
432,1996-08-28,49.7,56.0,0.0,1.0,1.0
433,1996-08-29,49.7,56.0,0.0,1.0,1.0
434,1996-08-30,49.7,56.0,0.0,1.0,1.0
435,1996-09-02,51.6,56.0,1.0,1.0,1.0
436,1996-09-03,51.6,56.0,1.0,1.0,1.0
437,1996-09-04,51.6,56.0,1.0,1.0,1.0
438,1996-09-05,51.6,56.0,1.0,1.0,1.0
439,1996-09-06,51.6,56.0,1.0,1.0,1.0
440,1996-09-09,51.6,56.0,1.0,1.0,1.0
441,1996-09-10,51.6,56.0,1.0,1.0,1.0
442,1996-09-11,51.6,56.0,1.0,1.0,1.0
443,1996-09-12,51.6,56.0,1.0,1.0,1.0
444,1996-09-13,51.6,56.0,1.0,1.0,1.0
445,1996-09-16,51.6,56.0,1.0,1.0,1.0
446,1996-09-17,51.6,56.0,1.0,1.0,1.0
447,1996-09-18,51.6,56.0,1.0,1.0,1.0
448,1996-09-19,51.6,56.0,1.0,1.0,1.0
449,1996-09-20,51.6,56.0,1.0,1.0,1.0
450,1996-09-23,51.6,56.0,1.0,1.0,1.0
451,1996-09-24,51.6,56.0,1.0,1.0,1.0
452,1996-09-25,51.6,56.0,1.0,1.0,1.0
453,1996-09-26,51.6,56.0,1.0,1.0,1.0
454,1996-09-27,51.6,56.0,1.0,1.0,1.0
455,1996-09-30,51.1,56.0,1.0,1.0,1.0
456,1996-10-01,51.1,56.0,1.0,1.0,1.0
457,1996-10-02,51.1,56.0,1.0,1.0,1.0
458,1996-10-03,51.1,56.0,1.0,1.0,1.0
459,1996-10-04,51.1,56.0,1.0,1.0,1.0
460,1996-10-07,51.1,56.0,1.0,1.0,1.0
461,1996-10-08,51.1,56.0,1.0,1.0,1.0
462,1996-10-09,51.1,56.0,1.0,1.0,1.0
463,1996-10-10,51.1,56.0,1.0,1.0,1.0
464,1996-10-11,51.1,56.0,1.0,1.0,1.0
465,1996-10-14,51.1,56.0,1.0,1.0,1.0
466,1996-10-15,51.1,56.0,1.0,1.0,1.0
467,1996-10-16,51.1,56.0,1.0,1.0,1.0
468,1996-10-17,51.1,56.0,1.0,1.0,1.0
469,1996-10-18,51.1,56.0,1.0,1.0,1.0
470,1996-10-21,51.1,56.0,1.0,1.0,1.0
471,1996-10-22,51.1,56.0,1.0,1.0,1.0
472,1996-10-23,51.1,56.0,1.0,1.0,1.0
473,1996-10-24,51.1,56.0,1.0,1.0,1.0
474,1996-10-25,51.1,56.0,1.0,1.0,1.0
475,1996-10-28,51.1,56.0,1.0,1.0,1.0
476,1996-10-29,51.1,56.0,1.0,1.0,1.0
477,1996-10-30,51.1,56.0,1.0,1.0,1.0
478,1996-10-31,50.5,56.0,1.0,1.0,1.0
479,1996-11-01,50.5,56.0,1.0,1.0,1.0
480,1996-11-04,50.5,56.0,1.0,1.0,1.0
